sample_id,contradiction,chain_length,tok_step1,tok_step2,top1_p_step1,top1_p_step2,entropy_step1,entropy_step2,jsd_step1_step2,kl_step1_step2,kl_step2_step1
21,False,2,"
",An,0.9972485899925232,0.9842239618301392,0.022859733551740646,0.10077500343322754,0.6587938368320465,4.375976085662842,10.777544975280762
22,False,5,"
",An,0.9905937910079956,0.9653959274291992,0.060379624366760254,0.18092405796051025,0.6239191889762878,3.490302562713623,9.316314697265625
23,True,5,"
",An,0.9928910732269287,0.9577208757400513,0.04812491685152054,0.22194825112819672,0.6156390607357025,3.344097137451172,9.06593132019043
24,True,5,"
",An,0.9949984550476074,0.9085195660591125,0.03742384910583496,0.3828107714653015,0.5503074824810028,2.5280869007110596,8.586217880249023
25,True,5,"
",An,0.9924401044845581,0.9487077593803406,0.05049363151192665,0.25758442282676697,0.6033148765563965,3.1505439281463623,9.082136154174805
26,True,5,"
",An,0.9926345944404602,0.9426798224449158,0.0502614751458168,0.28120386600494385,0.5951507389545441,3.0355937480926514,8.961036682128906
27,True,5,"
",An,0.9925833940505981,0.9283193349838257,0.04971712455153465,0.32116326689720154,0.5736384689807892,2.769922971725464,8.87564754486084
28,True,5,"
",An,0.9920682907104492,0.9303758144378662,0.05354660004377365,0.3185504972934723,0.5774592757225037,2.8150389194488525,8.616415023803711
29,False,5,"
",An,0.993370532989502,0.9672132730484009,0.04631833732128143,0.1782865822315216,0.6295819580554962,3.600247859954834,9.724942207336426
30,True,2,"
",An,0.9965208768844604,0.9823561310768127,0.026784371584653854,0.11132054775953293,0.6555748879909515,4.265494346618652,10.064571380615234
31,False,2,"
",An,0.9970351457595825,0.9790518283843994,0.025630082935094833,0.12581537663936615,0.6490133702754974,4.062474250793457,10.443496704101562
32,True,2,"
",An,0.9976450800895691,0.9672969579696655,0.020030871033668518,0.17976699769496918,0.6298555135726929,3.605266571044922,9.923811912536621
33,False,5,"
",An,0.992141604423523,0.966005265712738,0.053858682513237,0.18671461939811707,0.6278422474861145,3.568053722381592,9.451970100402832
34,True,2,"
",An,0.9960677623748779,0.9770299196243286,0.02968745306134224,0.1391894668340683,0.646747887134552,3.9979307651519775,10.122154235839844
35,False,2,"
",An,0.9971612691879272,0.9881205558776855,0.02331969328224659,0.07997309416532516,0.6663127839565277,4.683495044708252,10.715543746948242
36,False,2,"
",An,0.9969692826271057,0.9904864430427551,0.024807197973132133,0.06759167462587357,0.6712328493595123,4.930665016174316,10.943025588989258
37,False,2,"
",An,0.997052788734436,0.9901067614555359,0.02439182437956333,0.07010006159543991,0.6706254482269287,4.899907112121582,10.821913719177246
38,True,5,"
",An,0.9943708777427673,0.953385055065155,0.040383875370025635,0.24132941663265228,0.6113471388816833,3.273076295852661,9.192545890808105
39,True,2,"
",An,0.9963640570640564,0.9811041355133057,0.02781972661614418,0.11556237936019897,0.6524744629859924,4.165318012237549,9.990617752075195
40,True,5,"
",An,0.9941508173942566,0.9470643401145935,0.04166073724627495,0.25845715403556824,0.5994045734405518,3.0935957431793213,9.19555950164795
41,False,2,"
",An,0.9967780709266663,0.980188250541687,0.025995973497629166,0.1222185492515564,0.6517269909381866,4.144383430480957,10.30324935913086
42,True,2,"
",An,0.9964709281921387,0.972258985042572,0.0271611288189888,0.1616869568824768,0.6388014853000641,3.799942970275879,10.045981407165527
43,False,5,"
",An,0.9931446313858032,0.9446662664413452,0.04938269406557083,0.25899505615234375,0.5937620401382446,3.0187273025512695,9.26188850402832
44,False,2,"
",An,0.9969467520713806,0.9875977635383606,0.025165755301713943,0.08033524453639984,0.6637282967567444,4.567432403564453,10.485018730163574
45,True,2,"
",An,0.9967275857925415,0.9807668924331665,0.025836355984210968,0.11902384459972382,0.6524936854839325,4.1663689613342285,10.08775806427002
46,False,2,"
",An,0.9975652694702148,0.9844965934753418,0.020535368472337723,0.0979941189289093,0.6585672795772552,4.3681464195251465,10.600421905517578
47,False,5,"
",An,0.993733823299408,0.9364643692970276,0.04737342149019241,0.29835548996925354,0.5872337222099304,2.9377057552337646,9.241084098815918
