pair_id,chain_length,subject,target,ctrl_top1_decoded,contr_top1_decoded,kl_ctrl_to_contr,kl_contr_to_ctrl,jsd,hellinger,fisher_rao,total_variation,bhattacharyya_coef,ctrl_top1_id,contr_top1_id,same_top1_token,p_ctrl_top1_prob,p_contr_top1_prob
36,5,Flib2389,quorin,"
","
",0.0007921167416498065,0.000658093485981226,0.00015713912580395117,0.01295556558732578,0.03664438568901429,0.0010512840235605836,0.9998321533203125,781,781,True,0.9917539358139038,0.9925327301025391
37,5,Tovin0726,quorin,"
","
",0.0006810183404013515,0.0007690846105106175,0.0001534480252303183,0.012853951739343929,0.036356966358635445,0.0004997713258489966,0.9998347759246826,781,781,True,0.9919959902763367,0.9920682907104492
38,5,Luni1160,blen,"
","
",0.0007206349400803447,0.0009398347465321422,0.0001905155659187585,0.014060889257794853,0.03977085584652782,0.0026296600699424744,0.99980229139328,781,781,True,0.9930156469345093,0.9906814694404602
39,5,Varn9208,sorin,"
","
",0.0008072094060480595,0.0006552644190378487,0.000167522463016212,0.013215203713598005,0.03737878464697164,0.0016265002777799964,0.9998253583908081,781,781,True,0.9935848116874695,0.9949982166290283
40,5,Varn5620,virel,"
","
",0.0010964102111756802,0.0007117072818800807,0.00017956346709979698,0.014115889185032973,0.039926426852327265,0.0005931379273533821,0.9998007416725159,781,781,True,0.9923692941665649,0.9924399852752686
41,5,Luni9313,thalen,"
","
",0.0006539028836414218,0.0005458518862724304,0.00013173560000723228,0.011827599134559887,0.03345389221514948,0.0009760332759469748,0.9998601078987122,781,781,True,0.9934244155883789,0.9928909540176392
42,5,Pavo6990,melta,"
","
",0.0007664728909730911,0.0005882284604012966,0.00014670422388007864,0.01251801146806081,0.03540674554930018,0.00094833062030375,0.9998432993888855,781,781,True,0.9936234354972839,0.9943706393241882
43,5,Mela5935,jorin,"
","
",0.0007341013406403363,0.000589207629673183,0.00014902462135069072,0.01250371877666199,0.035366318131288495,0.0017494558123871684,0.9998436570167542,781,781,True,0.9925359487533569,0.9940916299819946
44,5,Kiro8778,mordin,"
","
",0.0008049983298406005,0.0007700300775468349,0.0001689032360445708,0.01346319890523656,0.038080252179183975,0.0005511620547622442,0.999818742275238,781,781,True,0.9929960370063782,0.9929636716842651
45,5,Flib1808,dravan,"
","
",0.0008432284230366349,0.0007977565983310342,0.00018870941130444407,0.014003545312207018,0.03960865469070108,0.0019653632771223783,0.999803900718689,781,781,True,0.9940329194068909,0.9925834536552429
46,5,Drax8825,krel,"
","
",0.0007150053279474378,0.0006398425903171301,0.0001524712861282751,0.012645918785615107,0.035768536394532466,0.0016336459666490555,0.9998400807380676,781,781,True,0.9927443265914917,0.9941508769989014
47,5,Tovin6647,glorp,"
","
",0.0018879231065511703,0.001396532403305173,0.00035379710607230663,0.01945940153905193,0.05504123610187809,0.0022017103619873524,0.9996213316917419,781,781,True,0.9938843846321106,0.992634654045105
48,5,Tovin5446,dravan,"
","
",0.0022655006032437086,0.001588661689311266,0.0004140076052863151,0.02104571489225129,0.059528468205057805,0.0028193374164402485,0.9995570778846741,781,781,True,0.993765115737915,0.9920089244842529
49,5,Nara0970,krel,"
","
",0.0006527749937959015,0.000573629280552268,0.0001402366324327886,0.012091740719765423,0.034201024157344634,0.001734967459924519,0.999853789806366,781,781,True,0.991912841796875,0.99344402551651
