sample_id,contradiction,chain_length,tok_step1,tok_step2,top1_p_step1,top1_p_step2,entropy_step1,entropy_step2,jsd_step1_step2,kl_step1_step2,kl_step2_step1
21,False,2, NO,"

",0.4209215044975281,0.9864402413368225,1.5528873205184937,0.10080818831920624,0.6906212866306305,13.574841499328613,14.558911323547363
22,False,5, Answer,:,0.6018266677856445,0.9999849796295166,1.0302493572235107,0.0002141882141586393,0.6931412220001221,21.81781768798828,19.5736026763916
23,True,5, NO,"

",0.7476831674575806,0.9893890023231506,0.6812924146652222,0.07477671653032303,0.692110687494278,16.521926879882812,16.760196685791016
24,True,5, NO,"

",0.603956401348114,0.9909318685531616,0.8671568036079407,0.06539304554462433,0.692068487405777,15.21532917022705,16.685243606567383
25,True,5, NO,"

",0.6688351035118103,0.9876649975776672,0.8460720181465149,0.0862397700548172,0.6915225684642792,15.349071502685547,17.18483543395996
26,True,5, NO,"

",0.7130120396614075,0.989388108253479,0.7527854442596436,0.0755973607301712,0.6916182935237885,16.018901824951172,16.498258590698242
27,True,5, NO,"

",0.6104669570922852,0.9897111058235168,0.834713876247406,0.07636134326457977,0.6913913488388062,14.878656387329102,16.51192855834961
28,True,5, NO,"

",0.6536974906921387,0.9889600276947021,0.8547636270523071,0.07857653498649597,0.6917567849159241,15.763354301452637,16.683340072631836
29,False,5, Answer,:,0.5969253182411194,0.9999889135360718,1.0907973051071167,0.00016052607679739594,0.6931428611278534,22.24736213684082,20.093345642089844
30,True,2, NO,"

",0.7653910517692566,0.9803377389907837,0.7062864303588867,0.12407373636960983,0.6917616724967957,16.337146759033203,17.097511291503906
31,False,2, Answer,:,0.519311785697937,0.9999796152114868,1.1158431768417358,0.000294325320282951,0.6931383609771729,20.26236343383789,20.493913650512695
32,True,2, NO,"

",0.6372470855712891,0.987511157989502,0.7775660157203674,0.07655395567417145,0.6926896870136261,16.171907424926758,17.083974838256836
33,False,5, Answer,:,0.708617627620697,0.9999938011169434,0.9433349370956421,9.134662832366303e-05,0.6931438744068146,23.883073806762695,20.222620010375977
34,True,2, NO,"

",0.6745094060897827,0.9866185784339905,0.8016154170036316,0.09085223078727722,0.6919982135295868,15.725621223449707,17.15318489074707
35,False,2, YES,"

",0.3652762472629547,0.9844481945037842,1.4624019861221313,0.10232564806938171,0.691435694694519,12.931212425231934,14.604330062866211
36,False,2, Answer,:,0.46062779426574707,0.9999704360961914,1.136616826057434,0.00040591132710687816,0.6931358277797699,19.329547882080078,20.184188842773438
37,False,2, YES,"

",0.4471822679042816,0.9813530445098877,1.209341049194336,0.12308558821678162,0.6905098855495453,11.737345695495605,14.653292655944824
38,True,5, NO,"

",0.5845323801040649,0.9926411509513855,0.8304154276847839,0.05419440194964409,0.6922484338283539,15.488892555236816,16.798171997070312
39,True,2, NO,"

",0.6616419553756714,0.9865825772285461,0.8421710133552551,0.09033510088920593,0.691765159368515,15.563047409057617,17.23623275756836
40,True,5, NO,"

",0.6757621765136719,0.9866315722465515,0.7698202729225159,0.08431068062782288,0.6925617158412933,16.44377326965332,16.35548973083496
41,False,2, YES,"

",0.4752245545387268,0.977876603603363,1.2852680683135986,0.13620533049106598,0.6911396086215973,12.470476150512695,14.790882110595703
42,True,2, NO,"

",0.6763316988945007,0.9888307452201843,0.7771204113960266,0.08129393309354782,0.6916000247001648,15.120903015136719,17.029998779296875
43,False,5, Answer,:,0.5692358016967773,0.9999895095825195,1.074783444404602,0.00015269183495547622,0.6931430995464325,22.15076446533203,19.965139389038086
44,False,2, YES,"

",0.4678497016429901,0.9850325584411621,1.197755217552185,0.09850200265645981,0.691273421049118,11.86402416229248,14.954582214355469
45,True,2, NO,"

",0.6712186336517334,0.9887970685958862,0.8368537425994873,0.0806548073887825,0.6911601126194,15.060480117797852,16.623987197875977
46,False,2, NO,"

",0.3652462363243103,0.9898831248283386,1.4945998191833496,0.0755523219704628,0.6913853883743286,13.782785415649414,14.403569221496582
47,False,5, YES,"

",0.5211663246154785,0.9775450229644775,1.1096652746200562,0.12997117638587952,0.6909750699996948,12.30938720703125,14.663887023925781
