sample_id,contradiction,chain_length,tok_step1,tok_step2,top1_p_step1,top1_p_step2,entropy_step1,entropy_step2,jsd_step1_step2,kl_step1_step2,kl_step2_step1
20,True,5, Answer,:,0.19263498485088348,0.7289160490036011,2.122171640396118,0.9175390005111694,0.6899954974651337,12.171453475952148,18.35641860961914
21,False,2, Answer,:,0.33360323309898376,0.8220293521881104,1.946341633796692,0.6706506609916687,0.6921713948249817,12.63701343536377,19.3360595703125
22,False,5, Answer,:,0.35594481229782104,0.805339515209198,2.005384683609009,0.6831320524215698,0.6920962035655975,12.467741012573242,19.0246639251709
23,True,5, Answer,:,0.23620976507663727,0.8106490969657898,2.0575978755950928,0.7219594120979309,0.6900962889194489,12.527616500854492,18.80019187927246
24,True,5, Answer,:,0.2364998459815979,0.7843189239501953,2.1116902828216553,0.7934412360191345,0.6899197101593018,12.195905685424805,19.313358306884766
25,True,5, Alright,",",0.22692088782787323,0.9998910427093506,2.0989081859588623,0.0011028844164684415,0.693028062582016,24.474105834960938,22.816036224365234
26,True,5, Answer,:,0.1959621161222458,0.709206759929657,2.131441116333008,1.0098016262054443,0.6903551816940308,11.670083045959473,18.08399200439453
27,True,5, Answer,:,0.2279236614704132,0.731482207775116,2.097123146057129,0.9004569053649902,0.6910589039325714,12.186147689819336,18.30121612548828
28,True,5, Answer,:,0.3234468996524811,0.6188061833381653,2.03421950340271,0.9844818711280823,0.6911444067955017,12.429668426513672,17.203563690185547
29,False,5, Answer,:,0.3770366311073303,0.6303800344467163,1.9381661415100098,0.937241792678833,0.6924899518489838,12.770694732666016,17.853551864624023
30,True,2, Answer,:,0.24809204041957855,0.7858902812004089,2.081803560256958,0.8411959409713745,0.6905650794506073,12.731010437011719,19.539386749267578
31,False,2, Answer,:,0.44846442341804504,0.8282132148742676,1.7760323286056519,0.6279247999191284,0.692636251449585,13.404772758483887,20.230060577392578
32,True,2, Answer,:,0.2581138014793396,0.6894500851631165,1.9867459535598755,1.044283151626587,0.6910516917705536,12.522403717041016,18.48245620727539
33,False,5, Answer,:,0.38611653447151184,0.6805163621902466,1.8894784450531006,0.9396534562110901,0.6920745074748993,11.900500297546387,18.167150497436523
34,True,2, Answer,:,0.2844356894493103,0.7779896259307861,2.011075496673584,0.8113563060760498,0.6912205815315247,12.648746490478516,19.422534942626953
35,False,2, Answer,:,0.3908063769340515,0.9008968472480774,1.9120372533798218,0.449941486120224,0.6918488442897797,13.02283763885498,20.449321746826172
36,False,2, Answer,:,0.3626645803451538,0.6320112347602844,1.9395095109939575,1.0228276252746582,0.6918570399284363,12.540985107421875,17.518478393554688
37,False,2, Answer,:,0.34126147627830505,0.7225044369697571,1.9744772911071777,0.8568222522735596,0.692287802696228,13.145561218261719,18.66867446899414
38,True,5, Alright,",",0.24603162705898285,0.9998910427093506,2.105787992477417,0.0011029350571334362,0.692993700504303,24.549606323242188,22.596118927001953
39,True,2, Answer,:,0.2659466862678528,0.7539933919906616,2.083068370819092,0.8562319278717041,0.6905388236045837,12.420565605163574,18.920488357543945
40,True,5, Alright,",",0.21282072365283966,0.9998766183853149,2.0797972679138184,0.0012343385023996234,0.6930156946182251,24.474836349487305,23.111351013183594
41,False,2, Answer,:,0.40769609808921814,0.9024707078933716,1.920807957649231,0.4271569848060608,0.6922621130943298,13.715551376342773,20.83306121826172
42,True,2, Answer,:,0.26695072650909424,0.6889272332191467,1.9612300395965576,1.0560941696166992,0.6911648213863373,12.407672882080078,18.598234176635742
43,False,5, Answer,:,0.3761240541934967,0.7390817999839783,1.9308314323425293,0.7898311614990234,0.6922236382961273,13.019905090332031,18.538414001464844
44,False,2, Answer,:,0.31976118683815,0.9071894884109497,1.968184471130371,0.4298476576805115,0.6923128366470337,13.6306734085083,21.712339401245117
45,True,2, Answer,:,0.2834162414073944,0.8928577303886414,2.068643569946289,0.48833706974983215,0.6903131008148193,12.704888343811035,20.228744506835938
46,False,2, Answer,:,0.37628185749053955,0.8415504693984985,1.911548137664795,0.6110814809799194,0.6922145485877991,12.99768352508545,20.170612335205078
47,False,5, Answer,:,0.3281692564487457,0.6981185078620911,2.0421009063720703,0.8492353558540344,0.6924494802951813,13.051478385925293,18.27544593811035
