pair_id,chain_length,subject,target,ctrl_top1_decoded,contr_top1_decoded,kl_ctrl_to_contr,kl_contr_to_ctrl,jsd,hellinger,fisher_rao,total_variation,bhattacharyya_coef,ctrl_top1_id,contr_top1_id,same_top1_token,p_ctrl_top1_prob,p_contr_top1_prob
10,2,Drax1483,thalen, Answer, Answer,0.005440897773951292,0.005387651268392801,0.0013514715246856213,0.036777011831348724,0.10403282586621186,0.04552699998021126,0.9986474514007568,22559,22559,True,0.424568772315979,0.39511698484420776
11,2,Tovin5158,virel, Answer, Answer,0.006788212805986404,0.006654304917901754,0.0016771260416135192,0.040971277876206476,0.11590049052529623,0.05234455317258835,0.9983213543891907,22559,22559,True,0.446611225605011,0.4137529134750366
12,2,Sema5767,valen, Answer, Answer,0.0049776374362409115,0.004662956576794386,0.0012010842328891158,0.03468687589616619,0.09811914024517489,0.034610651433467865,0.998796820640564,22559,22559,True,0.40271979570388794,0.3931613266468048
13,2,Flib4081,quorin, Answer, Answer,0.004836361855268478,0.0047493744641542435,0.0011952866334468126,0.03459309834570355,0.09785381767372113,0.04197361692786217,0.9988033175468445,22559,22559,True,0.43582022190093994,0.4046562910079956
14,2,Sema5743,virel, Answer, Answer,0.002399161923676729,0.002362753264605999,0.0005946072051301599,0.024393301719790303,0.06899809788122588,0.028265303000807762,0.9994049668312073,22559,22559,True,0.4135693311691284,0.3966110646724701
15,2,Mela7972,mordin, Answer, Answer,0.0049166628159582615,0.004773502238094807,0.0012076765997335315,0.0347752589903785,0.09836920080633166,0.03676685690879822,0.9987906813621521,22559,22559,True,0.39457812905311584,0.3785466253757477
16,2,Drax2088,glorp, Answer, Answer,0.005184322129935026,0.004966983571648598,0.0012655297759920359,0.03560019047504003,0.10070318200848043,0.041451819241046906,0.9987326264381409,22559,22559,True,0.4685056507587433,0.44547271728515625
17,2,Varn1409,nuvin, Answer, Answer,0.0047159683890640736,0.004604520741850138,0.001162192551419139,0.03411335639591517,0.09649650200738417,0.03860372304916382,0.9988362789154053,22559,22559,True,0.452158659696579,0.4276086091995239
18,2,Drax1386,zenith, Answer, Answer,0.013432355597615242,0.013516032136976719,0.003363508265465498,0.05801718279747699,0.16414343764525466,0.07874651998281479,0.9966340065002441,22559,22559,True,0.4713457226753235,0.4037296772003174
19,2,Luni1482,seral, Answer, Answer,0.006268414668738842,0.005898546893149614,0.0015146735240705311,0.038957072082883695,0.11020117964446217,0.040562331676483154,0.998482346534729,22559,22559,True,0.4920438230037689,0.47437530755996704
20,2,Kiro9323,valen, Answer, Answer,0.004260051995515823,0.004115477669984102,0.0010447287932038307,0.032339188258659245,0.09147701084212656,0.03549407795071602,0.998954176902771,22559,22559,True,0.445041686296463,0.4290224611759186
21,2,Luni7018,melta, Answer, Answer,0.0062626986764371395,0.006024476140737534,0.0015314131160266697,0.0391607955157454,0.11077761642338847,0.046496935188770294,0.998466432094574,22559,22559,True,0.43247199058532715,0.4061194360256195
22,2,Nara0640,blen, Answer, Answer,0.001289968378841877,0.0012518670409917831,0.00031700593535788357,0.01781390268257295,0.05038665805960341,0.01538926362991333,0.9996826648712158,22559,22559,True,0.47775980830192566,0.4886822998523712
23,2,Rell8357,trune, Answer, Answer,0.006717332173138857,0.006472640670835972,0.0016435569850727916,0.040572910659783065,0.11477326932073713,0.0446462482213974,0.9983538389205933,22559,22559,True,0.42290109395980835,0.40970900654792786
24,2,Luni5475,mordin, Answer, Answer,0.006396788638085127,0.00630446569994092,0.001584769575856626,0.03982860801047717,0.11266721242189019,0.04969025030732155,0.9984136819839478,22559,22559,True,0.4162772297859192,0.38579192757606506
25,5,Rell1301,zenith, Answer, Answer,0.04603920131921768,0.05278494954109192,0.01217444147914648,0.11073600845994547,0.31352967553140276,0.1189132034778595,0.9877375364303589,22559,22559,True,0.5492146015167236,0.4350205659866333
26,5,Drax3567,torin, Answer, Answer,0.011219615116715431,0.011954958550632,0.002882129279896617,0.053753090703064096,0.15207333144021076,0.04965800791978836,0.9971106052398682,22559,22559,True,0.5037485361099243,0.49158191680908203
27,5,Luni1266,quorin, Answer, Answer,0.006326368544250727,0.006459296680986881,0.0015928435022942722,0.039945912748139606,0.11299913237074088,0.034773144870996475,0.998404324054718,22559,22559,True,0.515304446220398,0.4986785352230072
28,5,Kiro4819,trune, Answer, Answer,0.027433689683675766,0.03126613795757294,0.0072544238064438105,0.08541258980550781,0.24173039615915834,0.0933302640914917,0.9927046895027161,22559,22559,True,0.4606561064720154,0.40836650133132935
29,5,Nara4222,mordin, Answer, Answer,0.010414918884634972,0.011316783726215363,0.002705030725337565,0.05206323871798281,0.14729035957875053,0.054757971316576004,0.9972894191741943,22559,22559,True,0.5157423615455627,0.47935980558395386
30,5,Varn4618,sorin, Answer, Answer,0.010930635035037994,0.011344639584422112,0.0027721364749595523,0.05270950295981274,0.14911952629700817,0.05133470520377159,0.9972217082977295,22559,22559,True,0.45962750911712646,0.4332064390182495
31,5,Drax1476,krel, Answer, Answer,0.007384024560451508,0.007836239412426949,0.0018949011573567986,0.04357551111128381,0.1232696684805014,0.03995082527399063,0.9981011748313904,22559,22559,True,0.5707805752754211,0.547140896320343
32,5,Varn0290,trune, Answer, Answer,0.017260555177927017,0.0192992202937603,0.004534094827249646,0.06746723580792573,0.19089861801088107,0.07271119207143784,0.9954481720924377,22559,22559,True,0.4958905279636383,0.4534520208835602
33,5,Mela2729,dravan, Answer, Answer,0.02519616112112999,0.028349021449685097,0.006632726639509201,0.08162589054293674,0.23100126349641606,0.08636953681707382,0.9933372139930725,22559,22559,True,0.47313472628593445,0.4151865541934967
34,5,Flib1960,melta, Answer, Answer,0.015264714136719704,0.016225766390562057,0.00391414703335613,0.06265145071774934,0.17726307770578495,0.06352449953556061,0.9960747957229614,22559,22559,True,0.5271141529083252,0.4921368360519409
35,5,Tovin3093,krel, Answer, Answer,0.004966161213815212,0.004921882413327694,0.0012324088020250201,0.03512911279024404,0.09937035630812088,0.03566960617899895,0.9987659454345703,22559,22559,True,0.4486360251903534,0.4340907633304596
36,5,Flib2389,quorin, Answer, Answer,0.004620775114744902,0.00477441493421793,0.0011726022348739207,0.034256331478106215,0.09690101480422993,0.035879019647836685,0.9988265037536621,22559,22559,True,0.5274940729141235,0.512283980846405
37,5,Tovin0726,quorin, Answer, Answer,0.006942701060324907,0.00694049708545208,0.0017272999393753707,0.041608611033606926,0.11770390973846863,0.03552708774805069,0.998268723487854,22559,22559,True,0.49651816487312317,0.48341426253318787
38,5,Luni1160,blen, Answer, Answer,0.0024335202760994434,0.0024449354968965054,0.0006086594075895846,0.024683571032045645,0.06981922709586927,0.020980915054678917,0.999390721321106,22559,22559,True,0.5246534943580627,0.5243423581123352
39,5,Varn9208,sorin, Answer, Answer,0.007190471515059471,0.007682212628424168,0.0018535145791247487,0.043084422384894405,0.12188000737864745,0.04237836226820946,0.99814373254776,22559,22559,True,0.5268622636795044,0.4906439185142517
40,5,Varn5620,virel, Answer, Answer,0.006345327943563461,0.006687984801828861,0.001623916148673743,0.04032978485723497,0.1140853242245251,0.03836768865585327,0.9983735084533691,22559,22559,True,0.5085963010787964,0.49902790784835815
41,5,Luni9313,thalen, Answer, Answer,0.007120826281607151,0.007334418594837189,0.0018033870728686452,0.04248748370599841,0.12019083657291393,0.050543852150440216,0.9981948137283325,22559,22559,True,0.4195033311843872,0.397093266248703
42,5,Pavo6990,melta, Answer, Answer,0.0075149377807974815,0.007307618856430054,0.0018450987408868968,0.04299787054777325,0.12163508835793164,0.04558897763490677,0.9981511831283569,22559,22559,True,0.5050609111785889,0.47628527879714966
43,5,Mela5935,jorin, Answer, Answer,0.009834684431552887,0.010290893726050854,0.0025048782117664814,0.050102986132169326,0.14174230697699897,0.04771728441119194,0.9974896907806396,22559,22559,True,0.48054125905036926,0.46990448236465454
44,5,Kiro8778,mordin, Answer, Answer,0.007583935279399157,0.007758922874927521,0.0019129923894070089,0.04376386695171745,0.12380267342535797,0.04260724037885666,0.9980847239494324,22559,22559,True,0.44496676325798035,0.4419373869895935
45,5,Flib1808,dravan, Answer, Answer,0.008108546026051044,0.008407244458794594,0.0020579489646479487,0.04540031080265622,0.12843353746580047,0.04597153514623642,0.9979388117790222,22559,22559,True,0.5293613076210022,0.4971974492073059
46,5,Drax8825,krel, Answer, Answer,0.01454831287264824,0.01610138826072216,0.00380813330411911,0.06180182551678414,0.17485764502519055,0.06490166485309601,0.996180534362793,22559,22559,True,0.4946994185447693,0.4511772096157074
47,5,Tovin6647,glorp, Answer, Answer,0.0032038437202572823,0.003190930699929595,0.0007979143992997706,0.02826237507066612,0.07994339017271145,0.027457047253847122,0.999201238155365,22559,22559,True,0.46692416071891785,0.4534626603126526
48,5,Tovin5446,dravan, Answer, Answer,0.008838122710585594,0.009116889908909798,0.0022386598866432905,0.04734440063432359,0.1339352128032165,0.051790278404951096,0.9977585077285767,22559,22559,True,0.4643784463405609,0.44761374592781067
49,5,Nara0970,krel, Answer, Answer,0.005033895373344421,0.0052453516982495785,0.0012811251217499375,0.03581968150940288,0.10132419441458532,0.03334847465157509,0.9987169504165649,22559,22559,True,0.5315001010894775,0.5102107524871826
