sample_id,contradiction,chain_length,tok_step1,tok_step2,top1_p_step1,top1_p_step2,entropy_step1,entropy_step2,jsd_step1_step2,kl_step1_step2,kl_step2_step1
14,False,2, Answer,:,0.467767596244812,0.972375750541687,1.8892463445663452,0.22611956298351288,0.6834326088428497,9.564743995666504,15.968057632446289
15,False,2, Answer,:,0.44803526997566223,0.965320348739624,1.9839402437210083,0.2740551829338074,0.681457906961441,9.187480926513672,15.924276351928711
16,True,5, Answer,:,0.4419374465942383,0.9534714221954346,1.8088884353637695,0.3556995689868927,0.6801963150501251,8.095184326171875,15.760586738586426
17,True,2, Answer,:,0.40970921516418457,0.9589972496032715,1.9996716976165771,0.3155035972595215,0.6798162758350372,8.651666641235352,15.10379695892334
18,False,5, Answer,:,0.52711421251297,0.9768354892730713,1.6951252222061157,0.19511131942272186,0.6859027445316315,9.496456146240234,16.486637115478516
19,True,2, Answer,:,0.4454728662967682,0.9551705718040466,1.7664612531661987,0.33765047788619995,0.680710643529892,8.90501594543457,15.998353958129883
20,True,5, Answer,:,0.4699046015739441,0.9650758504867554,1.7563552856445312,0.2749490737915039,0.6840754449367523,8.620363235473633,15.949849128723145
21,False,2, Answer,:,0.44776028394699097,0.9696493148803711,2.017866849899292,0.24574489891529083,0.6824443638324738,9.347477912902832,15.702725410461426
22,False,5, Answer,:,0.4486360251903534,0.9672998189926147,1.8188472986221313,0.26356592774391174,0.6844126284122467,8.514792442321777,15.919964790344238
23,True,5, Answer,:,0.39709335565567017,0.9492315649986267,1.8751404285430908,0.38229185342788696,0.6802247762680054,7.780568599700928,15.410679817199707
24,True,5, Answer,:,0.4906439781188965,0.9650202989578247,1.6955130100250244,0.2777941823005676,0.6826533675193787,8.707768440246582,15.804079055786133
25,True,5, Answer,:,0.4990280270576477,0.9498207569122314,1.6505858898162842,0.37262970209121704,0.6808807551860809,8.206926345825195,15.748384475708008
26,True,5, Answer,:,0.45346277952194214,0.9543777108192444,1.739015817642212,0.3464291989803314,0.6825230419635773,8.286417961120605,15.78159236907959
27,True,5, Answer,:,0.4971975088119507,0.950263500213623,1.5933537483215332,0.3701244592666626,0.6827229559421539,8.3834228515625,16.265361785888672
28,True,5, Answer,:,0.4834142327308655,0.9737764596939087,1.756483793258667,0.21896611154079437,0.6851659417152405,9.306612014770508,15.877742767333984
29,False,5, Answer,:,0.5193579196929932,0.9783112406730652,1.602879285812378,0.18471036851406097,0.6868296265602112,9.448603630065918,16.53688621520996
30,True,2, Answer,:,0.39661115407943726,0.9610405564308167,2.024477958679199,0.30332499742507935,0.6806702315807343,8.536808013916016,15.6347074508667
31,False,2, Answer,:,0.4378198981285095,0.9718906879425049,1.9009900093078613,0.2283906191587448,0.6833969950675964,9.463041305541992,15.721290588378906
32,True,2, Answer,:,0.4061194956302643,0.9717305898666382,1.7790439128875732,0.22979207336902618,0.6834743022918701,9.163585662841797,15.998088836669922
33,False,5, Answer,:,0.5157422423362732,0.970292866230011,1.6625456809997559,0.23992927372455597,0.684228390455246,8.913589477539062,15.996716499328613
34,True,2, Answer,:,0.48868241906166077,0.9610247015953064,1.7108200788497925,0.30023881793022156,0.6819136440753937,9.223445892333984,15.965349197387695
35,False,2, Answer,:,0.46199506521224976,0.9654297232627869,2.0247132778167725,0.2727680206298828,0.6819729804992676,9.168717384338379,15.53149127960205
36,False,2, Answer,:,0.4425424337387085,0.974858283996582,1.83441960811615,0.2086174190044403,0.6843740046024323,9.253717422485352,16.33740997314453
37,False,2, Answer,:,0.4097026288509369,0.9736356139183044,1.880340337753296,0.21812120079994202,0.6836071014404297,9.133440017700195,16.097644805908203
38,True,5, Answer,:,0.4762853980064392,0.9657778143882751,1.6360865831375122,0.2712845802307129,0.6845356822013855,8.695003509521484,16.161911010742188
39,True,2, Answer,:,0.4276086688041687,0.944145679473877,1.7612977027893066,0.39864593744277954,0.6787647902965546,8.245123863220215,15.370115280151367
40,True,5, Answer,:,0.4511772692203522,0.9522228240966797,1.7864656448364258,0.36500686407089233,0.6803198456764221,8.216028213500977,15.698607444763184
41,False,2, Answer,:,0.39429643750190735,0.9703347682952881,2.1470861434936523,0.2423107624053955,0.6821797490119934,8.868318557739258,15.452587127685547
42,True,2, Answer,:,0.3931613862514496,0.9719459414482117,1.8994945287704468,0.2288287878036499,0.6827232837677002,9.040327072143555,15.282857894897461
43,False,5, Answer,:,0.4958905279636383,0.9749116897583008,1.7053197622299194,0.2106410712003708,0.6853668093681335,9.231986045837402,16.04142951965332
44,False,2, Answer,:,0.42714568972587585,0.9722984433174133,1.955901861190796,0.22489650547504425,0.6830356419086456,9.23377513885498,15.970564842224121
45,True,2, Answer,:,0.47437530755996704,0.9602675437927246,1.7282273769378662,0.30377650260925293,0.6817403435707092,9.100272178649902,15.794634819030762
46,False,2, Answer,:,0.42952829599380493,0.9786227941513062,1.993578553199768,0.1812555193901062,0.6845482587814331,9.635233879089355,15.891014099121094
47,False,5, Answer,:,0.4382188022136688,0.9676557779312134,1.8878428936004639,0.259784072637558,0.6833749413490295,8.622847557067871,16.15302085876465
