sample_idx,label_B,gold_yes_no,p_yes,p_no,decidedness,semantic_yes_mass,semantic_no_mass,semantic_decidedness,semantic_offliteral_mass,control_mass,decidedness_floor,above_floor,lean,c_pred_yes_no,top1_token_id,top1_decoded,top1_normalized,top1_prob,prompt_strategy_name,anchor_freegen_pred,anchor_match
44,0,YES,0.6734357483510394,0.2211788968000974,0.8946146451511368,0.6735966424103494,0.22121856103273219,0.8948152034430816,0.0002005582919448745,0.03184584611815974,0.15922923059079871,True,1.1134207298268197,YES,14410, YES,yes,0.6681945323944092,raw_passthrough,,
45,0,YES,0.4885746751806437,0.4408723794264233,0.929447054607067,0.48878587257610245,0.4410042494123285,0.929790121988431,0.00034306738136402615,0.03795813997552874,0.18979069987764371,True,0.10273688157559437,YES,14410, YES,yes,0.48012956976890564,raw_passthrough,,
46,1,NO,0.12158827388702775,0.8213945546416994,0.9429828285287272,0.12163321891827805,0.8215183732284821,0.9431515921467601,0.00016876361803297435,0.02282787577304253,0.11413937886521265,True,-1.91036303909893,NO,5782, NO,no,0.8160704970359802,raw_passthrough,,
47,0,YES,0.8540299743435753,0.084115230889239,0.9381452052328143,0.8541702752695226,0.08413377419717949,0.9383040494667021,0.00015884423388778934,0.03266330334908675,0.16331651674543374,True,2.317778636834032,YES,14410, YES,yes,0.8425138592720032,raw_passthrough,,
48,1,NO,0.34040015742175456,0.6215103493399283,0.9619105067616829,0.3404588683911389,0.6216103488032481,0.962069217194387,0.00015871043270410112,0.018622578045658963,0.09311289022829482,True,-0.6020307038467739,NO,5782, NO,no,0.6176596879959106,raw_passthrough,,
49,1,NO,0.16164253267743334,0.7593009929638583,0.9209435256412917,0.16172387101662378,0.7595158396235853,0.921239710640209,0.0002961849989173704,0.036796356440101805,0.18398178220050904,True,-1.5470109552313325,NO,5782, NO,no,0.7537131309509277,raw_passthrough,,
50,1,NO,0.10953710819103435,0.709796297198352,0.8193334053893864,0.10957846929463302,0.7099022180979775,0.8194806873926105,0.000147282003224114,0.12805793731663612,0.6402896865831806,True,-1.8687146440715106,NO,5782, NO,no,0.7016069293022156,raw_passthrough,,
51,1,NO,0.5082138318430225,0.45327449415032106,0.9614883259933436,0.5082763299927826,0.45336536831034113,0.9616416983031237,0.00015337230978018646,0.020737663694679498,0.10368831847339749,True,0.11440439851463702,YES,14410, YES,yes,0.501814067363739,raw_passthrough,,
52,1,NO,0.12916867171861668,0.8228273110637474,0.9519959827823641,0.1292169388228046,0.8229686578294189,0.9521855966522235,0.0001896138698593841,0.027848711882582686,0.13924355941291344,True,-1.8516272670676728,NO,5782, NO,no,0.8092330694198608,raw_passthrough,,
53,1,NO,0.17735655595788558,0.6910913349194061,0.8684478908772917,0.1774308475120031,0.6912849332074806,0.8687157807194837,0.00026788984219205947,0.08176672179725726,0.4088336089862863,True,-1.360109846165558,NO,5782, NO,no,0.68500155210495,raw_passthrough,,
54,1,NO,0.07780405440894356,0.8615139735369155,0.9393180279458591,0.0778477350304548,0.861649202147655,0.9394969371781098,0.00017890923225072353,0.027360513569308714,0.13680256784654357,True,-2.404497732780782,NO,5782, NO,no,0.8543313145637512,raw_passthrough,,
55,1,NO,0.34124015984252765,0.6353642514774265,0.9766044113199541,0.34136610624476643,0.6355630394379781,0.9769291456827445,0.0003247343627903465,0.00865809170167027,0.04329045850835135,True,-0.6216119483485407,NO,5782, NO,no,0.630605936050415,raw_passthrough,,
56,0,YES,0.7387345067108981,0.16376405183126508,0.9024985585421632,0.738881397872944,0.1638012530649937,0.9026826509379378,0.00018409239577454883,0.033670868875294135,0.16835434437647068,True,1.5065119126486035,YES,14410, YES,yes,0.7295846939086914,raw_passthrough,,
57,1,NO,0.2041059447965381,0.693210831051033,0.8973167758475711,0.20416659551219962,0.693315566355615,0.8974821618678146,0.00016538602024351867,0.03219473206728472,0.16097366033642363,True,-1.2226949861556655,NO,5782, NO,no,0.6888746619224548,raw_passthrough,,
58,0,YES,0.742059470840104,0.1698634391399878,0.9119229099800918,0.7422059360854476,0.16989810902150726,0.9121040451069549,0.00018113512686301902,0.03643235550073069,0.18216177750365348,True,1.4744345742752,YES,14410, YES,yes,0.7341820001602173,raw_passthrough,,
59,1,NO,0.2892129166466475,0.5256786462929313,0.8148915629395788,0.28936530340699695,0.5257797760145753,0.8151450794215722,0.00025351648199345433,0.0691898317527769,0.34594915876388455,True,-0.597526934773143,NO,5782, NO,no,0.5226002931594849,raw_passthrough,,
60,1,NO,0.1013984335704663,0.7618603167849187,0.863258750355385,0.10143955522912235,0.7619993107849314,0.8634388660140537,0.00018011565866871138,0.06290096676298763,0.31450483381493816,True,-2.0167055845538986,NO,5782, NO,no,0.7551748156547546,raw_passthrough,,
61,1,NO,0.042048762293234176,0.8526523009810489,0.8947010632742831,0.042090874439394854,0.852869388481519,0.8949602629209139,0.0002591996466307922,0.04125715950597268,0.20628579752986342,True,-3.0095218935381167,NO,5782, NO,no,0.8450920581817627,raw_passthrough,,
62,1,NO,0.07523707285645287,0.8268751078574041,0.902112180713857,0.07529086463355181,0.8271031992263547,0.9023940638599065,0.0002818831460494886,0.04114890106614702,0.2057445053307351,True,-2.397009565708425,NO,5782, NO,no,0.8199118971824646,raw_passthrough,,
63,0,YES,0.3824980352692364,0.5250868161855351,0.9075848514547715,0.3826032110325806,0.5251968260267841,0.9078000370593646,0.00021518560459310443,0.07005646301977095,0.35028231509885477,True,-0.31684009638030924,NO,5782, NO,no,0.5182802081108093,raw_passthrough,,
64,0,YES,0.29809973026840453,0.645230964031839,0.9433306943002435,0.29818499585121355,0.6453749405802078,0.9435599364314213,0.00022924213117780923,0.02578999482688228,0.1289499741344114,True,-0.7721802406198979,NO,5782, NO,no,0.6405163407325745,raw_passthrough,,
65,0,YES,0.6078119073317794,0.31807612423710907,0.9258880315688884,0.6080270077102861,0.3181623825386941,0.9261893902489802,0.0003013586800917345,0.03338242229254952,0.1669121114627476,True,0.6475747326352003,YES,14410, YES,yes,0.597725510597229,raw_passthrough,,
66,0,YES,0.27820601243274723,0.6813051907503223,0.9595112031830695,0.2782931697915069,0.681425993937129,0.959719163728636,0.0002079605455664879,0.016534303414161775,0.08267151707080887,True,-0.8956484654757031,NO,5782, NO,no,0.6765873432159424,raw_passthrough,,
67,1,NO,0.27383393349009566,0.6606894079994845,0.9345233414895802,0.27393158881459334,0.6608816130541761,0.9348132018687695,0.0002898603791893217,0.027119617385487738,0.1355980869274387,True,-0.8807620069295532,NO,5782, NO,no,0.6566136479377747,raw_passthrough,,
68,0,YES,0.26432728824511287,0.554487135564159,0.8188144238092718,0.2644534198654809,0.554634328639958,0.8190877485054389,0.00027332469616703214,0.05265841061211879,0.26329205306059394,True,-0.7408555429356514,NO,5782, NO,no,0.5507349967956543,raw_passthrough,,
69,0,YES,0.2441290458327785,0.6756935702589999,0.9198226160917784,0.24424497411284563,0.6758718785969275,0.9201168527097732,0.00029423661799476974,0.034952662514786015,0.17476331257393007,True,-1.018042712984887,NO,5782, NO,no,0.6676664352416992,raw_passthrough,,
70,0,YES,0.09206337208843252,0.872826141849032,0.9648895139374645,0.09212779525089732,0.873045670766583,0.9651734660174803,0.00028395208001585903,0.014125402279330068,0.07062701139665034,True,-2.2492592188018836,NO,5782, NO,no,0.8640521764755249,raw_passthrough,,
71,0,YES,0.7470670330694702,0.1789803560823202,0.9260473891517904,0.7472217499832773,0.17902402989737798,0.9262457798806553,0.0001983907288648501,0.045799521927381556,0.2289976096369078,True,1.4288788602122175,YES,14410, YES,yes,0.7351569533348083,raw_passthrough,,
72,0,YES,0.6921666268644913,0.24404307083966614,0.9362096977041574,0.6923301592276936,0.2440796610885687,0.9364098203162623,0.00020012261210489157,0.026116847722161385,0.13058423861080692,True,1.0424819873461928,YES,14410, YES,yes,0.676390528678894,raw_passthrough,,
73,0,YES,0.8827299440763454,0.08714993764417045,0.9698798817205159,0.8828315087827848,0.08716627500074048,0.9699977837835253,0.00011790206300943407,0.014864065579696679,0.07432032789848339,True,2.315389258251445,YES,14410, YES,yes,0.8676029443740845,raw_passthrough,,
74,1,NO,0.035843947579905944,0.9210758726050017,0.9569198201849076,0.03586836309123928,0.9211828758134244,0.9570512389046637,0.00013141871975608233,0.01945167096158755,0.09725835480793775,True,-3.246367686944112,NO,5782, NO,no,0.9116573929786682,raw_passthrough,,
75,0,YES,0.5771440221205921,0.3890595885621906,0.9662036106827827,0.5772319989793429,0.3891197877150021,0.966351786694345,0.00014817601156225102,0.020310615578951308,0.10155307789475654,True,0.394359324571305,YES,14410, YES,yes,0.5706731677055359,raw_passthrough,,
76,0,YES,0.2641258614767139,0.47909242657215145,0.7432182880488654,0.2642578622302812,0.4792248795352876,0.7434827417655687,0.00026445371670336115,0.08363698808625086,0.4181849404312543,True,-0.595467798592533,NO,5782, NO,no,0.4764241576194763,raw_passthrough,,
77,1,NO,0.15116461160323524,0.7938051154312689,0.9449697270345041,0.15123039853802978,0.7939813349141396,0.9452117334521694,0.00024200641766525255,0.022961243551334637,0.11480621775667318,True,-1.6584685984464818,NO,5782, NO,no,0.7874719500541687,raw_passthrough,,
78,0,YES,0.15726639873264503,0.7868088634618289,0.9440752621944739,0.1573043999276834,0.7869135048939029,0.9442179048215863,0.00014264262711238818,0.03224994456423026,0.1612497228211513,True,-1.6100441770378686,NO,5782, NO,no,0.777848482131958,raw_passthrough,,
79,1,NO,0.16431267179905262,0.7824665531331902,0.9467792249322429,0.16440344819672015,0.7826738276507381,0.9470772758474583,0.0002980509152153976,0.023455873155160734,0.11727936577580367,True,-1.5606800298437649,NO,5782, NO,no,0.7762783169746399,raw_passthrough,,
80,1,NO,0.060025959817949115,0.895612077500175,0.9556380373181241,0.06004496764710182,0.8957092637029107,0.9557542313500125,0.00011619403188833921,0.021947622835924094,0.10973811417962047,True,-2.702730237708594,NO,5782, NO,no,0.8891622424125671,raw_passthrough,,
81,1,NO,0.12742163279199303,0.8225025956924128,0.9499242284844058,0.12745407892894026,0.8226203886042107,0.950074467533151,0.0001502390487451155,0.020381373622155904,0.10190686811077952,True,-1.8648501076266863,NO,5782, NO,no,0.8163918256759644,raw_passthrough,,
82,1,NO,0.04590259132282881,0.8473563481167048,0.8932589394395336,0.045943591379972254,0.8474604008184348,0.893403992198407,0.00014505275887344293,0.03655967197408237,0.18279835987041188,True,-2.915599752811895,NO,5782, NO,no,0.8389481902122498,raw_passthrough,,
83,0,YES,0.7819839869771386,0.1795758209698306,0.9615598079469692,0.7821154228400373,0.17962408449017486,0.9617395073302122,0.00017969938324302603,0.01677738341845303,0.08388691709226515,True,1.4712367436317333,YES,14410, YES,yes,0.7759326100349426,raw_passthrough,,
84,0,YES,0.31207850439568574,0.6556682602497403,0.9677467646454261,0.31215672017380913,0.655805219462541,0.9679619396363501,0.00021517499092404968,0.01665142105172926,0.0832571052586463,True,-0.7424001873816454,NO,5782, NO,no,0.642578125,raw_passthrough,,
85,1,NO,0.18372310685390403,0.7405147328177009,0.9242378396716049,0.18379224560405177,0.7406629991931029,0.9244552447971546,0.0002174051255496856,0.036183938819179876,0.18091969409589936,True,-1.3939157591518516,NO,5782, NO,no,0.7317080497741699,raw_passthrough,,
86,0,YES,0.9170000925259956,0.049229881587137925,0.9662299741131335,0.9171401447903162,0.04924540885099704,0.9663855536413133,0.00015557952817979448,0.017028850894008428,0.08514425447004215,True,2.9246067846696233,YES,14410, YES,yes,0.9052765965461731,raw_passthrough,,
87,0,YES,0.30113820711994777,0.6518070289515663,0.952945236071514,0.3012268109752772,0.6519348809709236,0.9531616919462007,0.00021645587468666072,0.024440956738079243,0.12220478369039622,True,-0.772179231017861,NO,5782, NO,no,0.6480861306190491,raw_passthrough,,
88,1,NO,0.25086647495209036,0.6745801166828187,0.925446591634909,0.25095521839303525,0.6746759321470099,0.9256311505400452,0.00018455890513613404,0.02362063437021379,0.11810317185106896,True,-0.9891696226763782,NO,5782, NO,no,0.6706797480583191,raw_passthrough,,
89,0,YES,0.1902661133763104,0.7541560017388065,0.9444221151151169,0.19031971281735716,0.7542734030348175,0.9445931158521746,0.0001710007370577804,0.03356468322330863,0.16782341611654317,True,-1.3771755565040402,NO,5782, NO,no,0.7452103495597839,raw_passthrough,,
90,0,YES,0.6109876613045344,0.3047593668263744,0.9157470281309088,0.6111462029635423,0.30485869080706873,0.916004893770611,0.0002578656397022039,0.039986061720132346,0.19993030860066174,True,0.6955542607130729,YES,14410, YES,yes,0.6011767387390137,raw_passthrough,,
91,1,NO,0.03230153075082853,0.9139898271370157,0.9462913578878442,0.03232942128920477,0.9141103522954266,0.9464397735846314,0.00014841569678714084,0.029614315004686878,0.14807157502343438,True,-3.3427048205431382,NO,5782, NO,no,0.9072187542915344,raw_passthrough,,
92,0,YES,0.7605258333132952,0.1741052043472564,0.9346310376605516,0.7606193628289841,0.17413221682132352,0.9347515796503076,0.00012054198975608443,0.026987230588921204,0.13493615294460604,True,1.4743503407825058,YES,14410, YES,yes,0.7511366605758667,raw_passthrough,,
93,1,NO,0.3642915329355674,0.5877234887380496,0.952015021673617,0.3644138985610331,0.5878707964311385,0.9522846949921716,0.00026967331855465293,0.019282512260649975,0.09641256130324988,True,-0.478302118309854,NO,5782, NO,no,0.5837731957435608,raw_passthrough,,
94,0,YES,0.902567236302275,0.06328133747518905,0.965848573777464,0.9026877508007067,0.0632970195841448,0.9659847703848515,0.0001361966073875065,0.01615086760756978,0.0807543380378489,True,2.65765272841134,YES,14410, YES,yes,0.8932684659957886,raw_passthrough,,
95,0,YES,0.5342237450022367,0.359850120852343,0.8940738658545797,0.5343493681632179,0.3598865132520199,0.8942358814152378,0.00016201556065809086,0.06907594843201678,0.34537974216008394,True,0.39512713554096857,YES,14410, YES,yes,0.5140166878700256,raw_passthrough,,
96,1,NO,0.11005964864125417,0.7960374668394934,0.9060971154807476,0.11010200426814176,0.7961558833695106,0.9062578876376524,0.00016077215690479818,0.0669167044827162,0.33458352241358097,True,-1.9786237744252582,NO,5782, NO,no,0.7895531058311462,raw_passthrough,,
97,0,YES,0.782202561998929,0.16641374951143462,0.9486163115103636,0.7823333412735411,0.16646410336007156,0.9487974446336127,0.0001811331232490776,0.0310334610922336,0.155167305461168,True,1.5476365834381451,YES,14410, YES,yes,0.7710849046707153,raw_passthrough,,
98,1,NO,0.35728684215700923,0.5969507992590479,0.9542376414160572,0.35736220587010475,0.5970834081746119,0.9544456140447166,0.00020797262865945854,0.021697769106450007,0.10848884553225004,True,-0.5132957580996501,NO,5782, NO,no,0.5858629941940308,raw_passthrough,,
99,1,NO,0.3735260793237103,0.5447111541238883,0.9182372334475986,0.37362639419933563,0.5448424100604843,0.9184688042598199,0.00023157081222136,0.03785862998035219,0.18929314990176097,True,-0.3772678354383916,NO,5782, NO,no,0.53762286901474,raw_passthrough,,
100,1,NO,0.7215793066752667,0.1901800509227769,0.9117593575980436,0.7217339483153979,0.19024313047925379,0.9119770787946517,0.00021772119660812272,0.04627438844806876,0.2313719422403438,True,1.3334710314590144,YES,14410, YES,yes,0.7113716006278992,raw_passthrough,,
101,1,NO,0.03080787023702669,0.9388899976700031,0.9696978679070298,0.030820351959854983,0.9390343231125415,0.9698546750723965,0.00015680716536670136,0.018782958785127778,0.0939147939256389,True,-3.4169281394189963,NO,5782, NO,no,0.9290807843208313,raw_passthrough,,
102,1,NO,0.0718835192037659,0.8590717713925642,0.9309552905963301,0.07191675161436778,0.8592183246424239,0.9311350762567916,0.00017978566046150668,0.02721653318238622,0.13608266591193108,True,-2.4808054505966224,NO,5782, NO,no,0.8499465584754944,raw_passthrough,,
103,0,YES,0.629038336179292,0.2908213977443097,0.9198597339236017,0.6292099033491303,0.2908956213545384,0.9201055247036687,0.0002457907800670345,0.033170548740627304,0.16585274370313652,True,0.771482877370404,YES,14410, YES,yes,0.6223685145378113,raw_passthrough,,
104,1,NO,0.06886441030837887,0.878599795585842,0.9474642058942209,0.06891261930227835,0.8787619214243256,0.947674540726604,0.0002103348323830856,0.026136263047491934,0.13068131523745968,True,-2.546189995545774,NO,5782, NO,no,0.8698091506958008,raw_passthrough,,
