sample_idx,label_B,gold_yes_no,p_yes,p_no,literal_decidedness,semantic_yes_mass,semantic_no_mass,semantic_decidedness,answerlike_nonliteral_mass,answerlike_over_literal_ratio,control_mass,decidedness_floor,literal_above_floor,semantic_above_floor,lean,top1_token_id,top1_decoded,top1_prob,top1_class,top1_nonliteral_token_id,top1_nonliteral_decoded,top1_nonliteral_prob,top1_nonliteral_class,top1_answerlike_nl_decoded,top1_answerlike_nl_prob,answerlike_exceeds_literal,answerlike_materially_exceeds_literal,top1_is_answerlike_nonliteral
12,0,YES,0.9988480775671897,4.53462258508732e-05,0.9988934237930406,0.9988480900927618,4.5346552967608195e-05,0.9988934366457294,1.2852688769695804e-08,1.2866927004976195e-08,7.820424105949407e-05,0.0003910212052974704,True,True,10.00003099910236,14080, YES,0.9987066984176636,literal,6771, Let,0.0006259161746129394,other,,,False,False,False
13,1,NO,0.00850825391112511,0.9833935846987569,0.991901838609882,0.008508274769681263,0.983393622274875,0.9919018970445563,5.8434674340826333e-08,5.891175120989857e-08,0.0002248764505960978,0.0011243822529804891,True,True,-4.749972690545705,5664, NO,0.9833623766899109,literal,6771, Let,0.005160212051123381,other,,,False,False,False
14,0,YES,0.9791542421765396,0.00025579772346231885,0.9794100399000019,0.9791542858577301,0.0002558004800113383,0.9794100863377415,4.6437739687387984e-08,4.741399188855496e-08,0.010547633267034255,0.052738166335171276,True,True,8.25005746650969,14080, YES,0.9786115288734436,literal,2303,"  
",0.0065938327461481094,control,,,False,False,False
15,1,NO,0.00737939760775097,0.958963245364668,0.966342642972419,0.007381851685739895,0.9589670665108917,0.9663489181966316,6.27522421262426e-06,6.49378795219261e-06,0.0012979693337577653,0.006489846668788827,True,True,-4.867160737698231,5664, NO,0.9571107625961304,literal,6771, Let,0.01753009669482708,other,,,False,False,False
16,1,NO,0.07276047520579532,0.17266408145423162,0.24542455666002694,0.07276179876289322,0.17266546746260225,0.2454272662254955,2.7095654684926987e-06,1.1040319295538588e-05,0.08875724896536573,0.44378624482682866,False,False,-0.8641750964292798,6771, Let,0.6016269326210022,other,6771, Let,0.6016269326210022,other,,,False,False,False
17,0,YES,0.9983500881651489,2.748815228232175e-05,0.9983775763174313,0.9983500929629997,2.7488201632285333e-05,0.9983775811646319,4.847200847929632e-09,4.8550778411999095e-09,0.0013450050732901676,0.0067250253664508375,True,True,10.500104161404687,14080, YES,0.9981696605682373,literal,4710," 

",0.0009102129261009395,control,,,False,False,False
18,1,NO,0.40229524701800834,0.16754268608429684,0.5698379331023051,0.40229613461264646,0.1675431268199783,0.5698392614326248,1.328330319643881e-06,2.331066856873147e-06,0.0005010388886028952,0.0025051944430144763,True,True,0.8759481032683379,14080, YES,0.40175938606262207,literal,6771, Let,0.35455140471458435,other,,,False,False,False
19,1,NO,0.024734000123633415,0.9263509620507393,0.9510849621743727,0.024734196111862533,0.9263515219495215,0.9510857180613841,7.558870113308098e-07,7.947628670341913e-07,0.0005904904426361566,0.0029524522131807833,True,True,-3.6230743511768932,5664, NO,0.92583829164505,literal,6771, Let,0.03168044239282608,other,,,False,False,False
20,1,NO,0.9901929533329142,0.00013846527616137426,0.9903314186090756,0.9901929762954015,0.00013846685597851527,0.99033144315138,2.45423042932427e-08,2.478191020912218e-08,0.0004313302464383453,0.0021566512321917267,True,True,8.875035517698048,14080, YES,0.9899613857269287,literal,6771, Let,0.007558448240160942,other,,,False,False,False
21,0,YES,0.704284119057454,0.1777939522509807,0.8820780713084347,0.7042866236052986,0.1777943540413674,0.882080977646666,2.906338231191819e-06,3.2948764125614054e-06,0.0010608382931035056,0.005304191465517528,True,True,1.3765565447798063,14080, YES,0.7029183506965637,literal,6771, Let,0.07408704608678818,other,,,False,False,False
22,1,NO,0.8995100292372273,0.01132221995684385,0.9108322491940712,0.899510115880712,0.011322249025908084,0.91083236490662,1.1571254893829064e-07,1.270404611174848e-07,0.001945282778728425,0.009726413893642125,True,True,4.375083040222513,14080, YES,0.8988692164421082,literal,6771, Let,0.07378368079662323,other,,,False,False,False
23,0,YES,0.9947653706845214,3.517511109563174e-05,0.994800545795617,0.9947653754884128,3.5175177781143656e-05,0.994800550666194,4.8705767711080935e-09,4.896033472933738e-09,0.0038828086226376313,0.019414043113188156,True,True,10.24992339018359,14080, YES,0.9945040941238403,literal,4710," 

",0.0021754689514636993,control,,,False,False,False
24,1,NO,0.02616949590936292,0.866022938167371,0.8921924340767339,0.02616975578303508,0.8660232098072275,0.8921929655902625,5.315135286687581e-07,5.957386639562612e-07,0.0013132101212577879,0.0065660506062889396,True,True,-3.4993169414658003,5664, NO,0.865600049495697,literal,6771, Let,0.09123357385396957,other,,,False,False,False
25,0,YES,0.9921814918316474,0.00020188126926940953,0.9923833731009168,0.9921815527101833,0.00020188315494968208,0.992383435865133,6.276421624857722e-08,6.324593695323293e-08,0.00010716467276696412,0.0005358233638348206,True,True,8.499981571356527,14080, YES,0.9920576214790344,literal,6771, Let,0.004594137892127037,other,,,False,False,False
26,0,YES,0.9864728746458151,7.383765048727599e-05,0.9865467122963024,0.9864729336089956,7.383872849122753e-05,0.9865467723374868,6.004118435785271e-08,6.08599507854016e-08,0.00014875699332089914,0.0007437849666044957,True,True,9.5000223232482,14080, YES,0.9863637089729309,literal,6771, Let,0.007530979812145233,other,,,False,False,False
27,0,YES,0.9859683430076938,0.0003307162975110099,0.9862990593052048,0.9859683694343905,0.0003307168837473182,0.9862990863181378,2.7012933001602815e-08,2.7388176787507015e-08,0.0006438496337013171,0.0032192481685065855,True,True,8.000118622930396,14080, YES,0.985592782497406,literal,6771, Let,0.007525093853473663,other,,,False,False,False
28,0,YES,0.9946293754718111,8.891224983264139e-06,0.9946382666967943,0.9946293790793093,8.89126744384299e-06,0.9946382703467531,3.649958787868944e-09,3.6696343887818642e-09,0.00430954463230411,0.02154772316152055,True,True,11.625060513891578,14080, YES,0.9943992495536804,literal,4710," 

",0.0027930629439651966,control,,,False,False,False
29,0,YES,0.9065689934850392,0.0012005400061590387,0.9077695334911982,0.9065691050780822,0.0012005490294487488,0.907769654107531,1.2061633283153265e-07,1.3287109600126513e-07,0.04820034568136925,0.24100172840684625,True,True,6.626895675508628,14080, YES,0.9033084511756897,literal,4710," 

",0.03502506762742996,control,,,False,False,False
30,1,NO,0.6385211880063548,0.059365284227128695,0.6978864722334835,0.6385219719972444,0.05936552473382879,0.6978874967310732,1.0244975897687901e-06,1.4680003561181454e-06,0.0012151594466421158,0.006075797233210579,True,True,2.37544524404587,14080, YES,0.6380646228790283,literal,6771, Let,0.23473085463047028,other,,,False,False,False
31,0,YES,0.9453158525113696,0.0023429458784816775,0.9476587983898513,0.9453158957059813,0.0023429492531256697,0.9476588449591069,4.656925561659671e-08,4.9141374190501505e-08,0.0017532573006058406,0.008766286503029203,True,True,6.000110046666233,14080, YES,0.9451649188995361,literal,6771, Let,0.03664802014827728,other,,,False,False,False
32,1,NO,0.06979687741506291,0.8498137189834394,0.9196105963985023,0.06979702435246962,0.8498138696095119,0.9196108939619815,2.975634793642285e-07,3.235755226501141e-07,0.005760876461766617,0.028804382308833084,True,True,-2.499427898722554,5664, NO,0.8496939539909363,literal,6771, Let,0.042303770780563354,other,,,False,False,False
33,0,YES,0.9986303518647439,5.13754310042818e-05,0.9986817272957482,0.998630397058683,5.13764062387255e-05,0.9986817734649217,4.616917336835155e-08,4.623011727006303e-08,9.726419648975347e-05,0.00048632098244876735,True,True,9.87497988938116,14080, YES,0.998532772064209,literal,6771, Let,0.00043011055095121264,other,,,False,False,False
34,1,NO,0.010821278450039575,0.9731789372244173,0.9840002156744568,0.010821425155647182,0.9731799338431966,0.9840013589988438,1.1433243868977686e-06,1.1619147726650723e-06,0.00011968801149399474,0.0005984400574699738,True,True,-4.499053545146745,5664, NO,0.9728085398674011,literal,6771, Let,0.009537079371511936,other,,,False,False,False
35,0,YES,0.9970173393657829,3.111272629264419e-05,0.9970484520920755,0.9970173761710284,3.111344336728254e-05,0.9970484896143956,3.7522320243804e-08,3.763339701804069e-08,0.00017283454518178748,0.0008641727259089374,True,True,10.374906467158272,14080, YES,0.9968128800392151,literal,6771, Let,0.0014986474998295307,other,,,False,False,False
36,0,YES,0.4656663537462645,0.5274114735827693,0.9930778273290338,0.46566638870565347,0.527411551956327,0.9930779406619805,1.1333294683545222e-07,1.1412292543100141e-07,4.7480993409542885e-05,0.00023740496704771443,True,True,-0.12451163006933431,5664, NO,0.5273764729499817,literal,576, The,0.004562700632959604,other,,,False,False,False
37,1,NO,0.844606881093279,0.02888699860252586,0.8734938796958048,0.8446079166629189,0.028887179085650794,0.8734950957485696,1.2160527649184737e-06,1.392170904897428e-06,0.0029458338978046563,0.01472916948902328,True,True,3.3754796710465347,14080, YES,0.8438323140144348,literal,6771, Let,0.1007814034819603,other,,,False,False,False
38,0,YES,0.9958761206820514,0.0004289880422986467,0.9963051087243501,0.9958761683446128,0.0004289906441812026,0.996305158988794,5.026444381249513e-08,5.045085423365214e-08,0.00022069790005310876,0.0011034895002655439,True,True,7.749949104566166,14080, YES,0.9956430196762085,literal,6771, Let,0.0014968886971473694,other,,,False,False,False
39,1,NO,0.11160843676231735,0.823482092737423,0.9350905294997404,0.1116091825008639,0.8234844057986487,0.9350935882995126,3.0587997721764512e-06,3.2711268863057186e-06,0.0035436031342305514,0.017718015671152755,True,True,-1.9985451587453107,5664, NO,0.8232600092887878,literal,576, The,0.04098770022392273,other,,,False,False,False
40,0,YES,0.999653640521322,1.3002925196073435e-05,0.9996666434465181,0.9996536512061438,1.3003097267866852e-05,0.9996666543034116,1.0856893630862001e-08,1.0860514054396215e-08,7.777156046936163e-06,3.888578023468081e-05,True,True,11.249989714352518,14080, YES,0.9996219873428345,literal,6771, Let,0.0001397887826897204,other,,,False,False,False
41,1,NO,0.015619932798254833,0.9637808632654973,0.9794007960637521,0.015619973424857525,0.9637809467884538,0.9794009202133114,1.2414955939514034e-07,1.2676072951349642e-07,0.00024030008471305278,0.001201500423565264,True,True,-4.122316106328526,5664, NO,0.9636617302894592,literal,6771, Let,0.013745896518230438,other,,,False,False,False
42,1,NO,0.9844978703815264,0.0035504202797207343,0.9880482906612471,0.9844979437456324,0.003550447068325238,0.9880483908139576,1.0015271063472826e-07,1.0136418592223006e-07,0.0002527513184380202,0.001263756592190101,True,True,5.625065749515275,14080, YES,0.9842042326927185,literal,576, The,0.005852292757481337,other,,,False,False,False
43,1,NO,0.012666603687598497,0.8877051778927583,0.9003717815803568,0.012667244724013283,0.8877066091318103,0.9003738538558236,2.0722754667342422e-06,2.301577536222791e-06,0.0009030188721704901,0.004515094360852451,True,True,-4.249670781896121,5664, NO,0.885506808757782,literal,6771, Let,0.08236496150493622,other,,,False,False,False
44,0,YES,0.9877599203667442,0.00190673557156888,0.989666655938313,0.9877599381466319,0.0019067364927151732,0.9896666746393471,1.8701033957658342e-08,1.8896295884524575e-08,0.0010460661567068155,0.005230330783534078,True,True,6.250047017110667,14080, YES,0.9876855611801147,literal,6771, Let,0.0040364451706409454,other,,,False,False,False
45,0,YES,0.9176274628294473,0.019042484707986893,0.9366699475374342,0.9176275417652224,0.019042517899492878,0.9366700596647153,1.1212728119116009e-07,1.1970842182558538e-07,0.00039383969166277306,0.0019691984583138653,True,True,3.8751189740750625,14080, YES,0.9172760844230652,literal,6771, Let,0.04566848650574684,other,,,False,False,False
46,1,NO,0.02811061827532868,0.9302368293081623,0.958347447583491,0.02811093829047416,0.9302377984297312,0.9583487367202054,1.2891367142793623e-06,1.3451663251464475e-06,0.0037226172785895495,0.018613086392947748,True,True,-3.4992918293338025,5664, NO,0.9301295876502991,literal,6771, Let,0.015034143812954426,other,,,False,False,False
47,0,YES,0.9988749466488809,1.47228667757887e-05,0.9988896695156567,0.9988749538335235,1.4723176689462033e-05,0.998889677010213,7.49455641250424e-09,7.502887096768369e-09,8.180155460525728e-05,0.0004090077730262864,True,True,11.124982955216339,14080, YES,0.9988287091255188,literal,6771, Let,0.0006259926594793797,other,,,False,False,False
48,1,NO,0.019894067869395238,0.9572216490348475,0.9771157169042428,0.019894431599784733,0.9572239481591026,0.9771183797588874,2.6628546445265137e-06,2.725219335293399e-06,0.00034874646250873225,0.0017437323125436613,True,True,-3.873613382498196,5664, NO,0.9566853046417236,literal,6771, Let,0.0136463837698102,other,,,False,False,False
49,1,NO,0.004604193775543185,0.9936358790425066,0.9982400728180498,0.004604228357522408,0.993635967387866,0.9982401957453884,1.2292733873476072e-07,1.231440633190918e-07,0.00011332767556262394,0.0005666383778131197,True,True,-5.3744032419652115,5664, NO,0.9936044812202454,literal,576, The,0.0009060499724000692,other,,,False,False,False
50,1,NO,0.0031181882737828636,0.9785823357858219,0.9817005240596047,0.003118198038822006,0.9785823863541442,0.9817005843929661,6.033336140817991e-08,6.145801079812475e-08,0.0022368966875292314,0.011184483437646157,True,True,-5.748852776196914,5664, NO,0.9784064292907715,literal,23754," ?

",0.005134205799549818,other,,,False,False,False
51,1,NO,0.019083560615286703,0.9187691942261551,0.9378527548414418,0.01908368890205795,0.9187700423270565,0.9378537312291144,9.763876728131447e-07,1.0410884520760594e-06,0.0069271387787155705,0.03463569389357785,True,True,-3.8742076782655603,5664, NO,0.9184190034866333,literal,6771, Let,0.03561097010970116,other,,,False,False,False
52,1,NO,0.029093859793436455,0.9633665920222705,0.992460451815707,0.02909389256808837,0.96336679762707,0.9924606901951584,2.3837945135619246e-07,2.401903782866885e-07,0.0001605022950909763,0.0008025114754548814,True,True,-3.499906868148602,5664, NO,0.9633025527000427,literal,6771, Let,0.0034742115531116724,other,,,False,False,False
53,1,NO,0.03370758248134664,0.5248871944882619,0.5585947769696086,0.033709235513032704,0.524890223275974,0.5585994587890067,4.681819398113618e-06,8.38142351332501e-06,0.049692209243516805,0.24846104621758403,True,True,-2.7454605603388726,5664, NO,0.5237361788749695,literal,6771, Let,0.28033578395843506,other,,,False,False,False
54,1,NO,0.0037026677561758786,0.9041603078851734,0.9078629756413493,0.0037029029141425448,0.9041606892891821,0.9078635922033247,6.16561975188548e-07,6.791354992233106e-07,0.000282774099213699,0.001413870496068495,True,True,-5.497953101106903,5664, NO,0.9037702083587646,literal,6771, Let,0.07418597489595413,other,,,False,False,False
55,1,NO,0.21796244341708515,0.5917678813463998,0.8097303247634849,0.21796266062197486,0.591769022601839,0.8097316832238138,1.3584603288818304e-06,1.6776700678446551e-06,0.002240502755448754,0.01120251377724377,True,True,-0.9987916956282769,5664, NO,0.5915923118591309,literal,6771, Let,0.1320020854473114,other,,,False,False,False
56,0,YES,0.9839240632621167,0.0027631528949766605,0.9866872161570933,0.9839241090570432,0.0027631609181866337,0.9866872699752298,5.381813654396711e-08,5.4544272655701025e-08,0.001609828090118375,0.008049140450591874,True,True,5.875176341239421,14080, YES,0.9835922718048096,literal,6771, Let,0.005848653614521027,other,,,False,False,False
57,1,NO,0.687115692352692,0.135151785930634,0.822267478283326,0.6871179519975337,0.13515285296298382,0.8222708049605175,3.3266771914795356e-06,4.045736064406615e-06,0.00523516999238585,0.026175849961929253,True,True,1.6261041932301907,14080, YES,0.6851848363876343,literal,6771, Let,0.09272968024015427,other,,,False,False,False
58,0,YES,0.9993092239678965,0.00010883847346666123,0.9994180624413631,0.9993092259309649,0.00010883857512193723,0.9994180645060868,2.0647236045266175e-09,2.065925844368814e-09,3.9444964276757886e-05,0.00019722482138378943,True,True,9.124954645713741,14080, YES,0.9992689490318298,literal,6771, Let,0.00029582830029539764,other,,,False,False,False
59,1,NO,0.9811091465323284,8.323770544576669e-05,0.9811923842377741,0.9811091508244651,8.32379158381355e-05,0.9811923887403032,4.5025291374768605e-09,4.58883416729186e-09,7.5422053746428e-05,0.00037711026873214,True,True,9.374738545205911,14080, YES,0.9810355305671692,literal,6771, Let,0.012349414639174938,other,,,False,False,False
60,1,NO,0.02505818614142069,0.9394072692247117,0.9644654553661325,0.025058561556945833,0.9394080116232403,0.9644665731801861,1.1178140536972995e-06,1.1589985390124238e-06,0.0007340048882779325,0.0036700244413896623,True,True,-3.6240485454624833,5664, NO,0.938886284828186,literal,6771, Let,0.017196301370859146,other,,,False,False,False
61,1,NO,0.014330697476199736,0.8856548617767546,0.8999855592529543,0.014330815065638568,0.8856552068186238,0.8999860218842624,4.626313079223205e-07,5.140430345419477e-07,0.0015212523222469367,0.007606261611234683,True,True,-4.123923415011102,5664, NO,0.885099470615387,literal,6771, Let,0.08232706785202026,other,,,False,False,False
62,1,NO,0.0016347660453765716,0.955250101651043,0.9568848676964196,0.0016349296137570055,0.9552508572968024,0.9568857869105594,9.192141398496561e-07,9.606319118229437e-07,0.00012635664029184577,0.0006317832014592289,True,True,-6.370473489531519,5664, NO,0.9545716047286987,literal,6771, Let,0.03701275587081909,other,,,False,False,False
63,0,YES,0.0010283447821467784,0.9917893650262196,0.9928177098083664,0.0010284326001307976,0.9917896135032612,0.992818046103392,3.362950256070899e-07,3.3872786744708814e-07,0.00016892911951934617,0.0008446455975967309,True,True,-6.871560248129257,5664, NO,0.9916104674339294,literal,6771, Let,0.002785229589790106,other,,,False,False,False
64,0,YES,0.9793576461403213,0.0018904387720298167,0.981248084912351,0.9793576955518809,0.0018904427620607676,0.9812481383139416,5.340159061240544e-08,5.442210938651206e-08,0.00029797390527137597,0.00148986952635688,True,True,6.25008793646368,14080, YES,0.9792196750640869,literal,6771, Let,0.01232655718922615,other,,,False,False,False
65,0,YES,0.8518316359876548,0.061675383656455744,0.9135070196441105,0.8518317625810443,0.06167544237638934,0.9135072049574336,1.853133231783421e-07,2.0285922187060758e-07,0.0006323398619284884,0.0031616993096424423,True,True,2.6255040139321633,14080, YES,0.8512953519821167,literal,6771, Let,0.06166762858629227,other,,,False,False,False
66,0,YES,0.40275447010924215,0.4560019947863954,0.8587564648956376,0.4027547523729456,0.4560020959112107,0.8587568482841563,3.8338851877495104e-07,4.464461514377574e-07,0.0006148587259754375,0.0030742936298771874,True,True,-0.1241700630729037,5664, NO,0.45590904355049133,literal,6771, Let,0.07922511547803879,other,,,False,False,False
67,1,NO,0.025865462761902415,0.9704302104758886,0.996295673237791,0.025865488993286497,0.9704303108339716,0.996295799827258,1.2658946714700267e-07,1.2706013942187313e-07,0.00011738844424517313,0.0005869422212258657,True,True,-3.624830894362232,5664, NO,0.970395565032959,literal,576, The,0.0014589307829737663,other,,,False,False,False
68,0,YES,0.9671353291570222,0.004478394625860302,0.9716137237828825,0.967135546687152,0.00447841641845784,0.9716139631056098,2.3932272725398314e-07,2.4631468390771966e-07,0.00015201216829366729,0.0007600608414683364,True,True,5.375073793096251,14080, YES,0.9668097496032715,literal,6771, Let,0.022737186402082443,other,,,False,False,False
69,0,YES,0.8049915182695053,0.04007036198998922,0.8450618802594946,0.8049917977554322,0.040070459166919904,0.845062256922352,3.766628574348351e-07,4.4572222015170366e-07,0.007583911827558451,0.037919559137792255,True,True,3.000194782480586,14080, YES,0.8044849038124084,literal,6771, Let,0.09608202427625656,other,,,False,False,False
70,0,YES,0.007347916106667969,0.9575685432931648,0.9649164593998327,0.007348038425506149,0.9575688093949054,0.9649168478204115,3.884205789136727e-07,4.025432203273493e-07,0.00018725032521362507,0.0009362516260681253,True,True,-4.8699805539201755,5664, NO,0.956695556640625,literal,6771, Let,0.025495072826743126,other,,,False,False,False
71,0,YES,0.9994017476490203,1.891558830705037e-05,0.9994206632373274,0.9994017521646085,1.8915751607164857e-05,0.9994206679162156,4.6788883536341014e-09,4.681600576956482e-09,2.9535549924504166e-05,0.00014767774962252082,True,True,10.874925713449688,14080, YES,0.9993265867233276,literal,6771, Let,0.00033523672027513385,other,,,False,False,False
72,0,YES,0.9948629217897721,1.2939671891559428e-05,0.9948758614616636,0.9948629244352744,1.2939712755000929e-05,0.9948758641480293,2.6863658355287668e-09,2.7002020448882733e-09,2.7347484666157364e-05,0.00013673742333078682,True,True,11.250062229711684,14080, YES,0.9947051405906677,literal,6771, Let,0.004065132699906826,other,,,False,False,False
73,0,YES,0.9976953859401652,6.590603891187431e-05,0.997761291979077,0.99769539240012,6.590643731424485e-05,0.9977612988374343,6.858357284397435e-09,6.873745593792042e-09,6.949019063119757e-05,0.00034745095315598786,True,True,9.624973194202678,14080, YES,0.9976286292076111,literal,6771, Let,0.001323634060099721,other,,,False,False,False
74,1,NO,0.00042575774265403606,0.9785730341210948,0.9789987918637488,0.0004259659025315353,0.9785735785805668,0.9789995444830983,7.526193494194604e-07,7.687643291026711e-07,8.24323023624928e-05,0.000412161511812464,True,True,-7.739980194247567,5664, NO,0.9775616526603699,literal,6771, Let,0.012305685319006443,other,,,False,False,False
75,0,YES,0.9812665145210566,0.0021460794725956327,0.9834125939936522,0.9812665752064301,0.002146082388910799,0.9834126575953409,6.360168865729866e-08,6.467447035532799e-08,0.00035188232208631815,0.0017594116104315907,True,True,6.125201422156014,14080, YES,0.9808906316757202,literal,6771, Let,0.012347591109573841,other,,,False,False,False
76,0,YES,0.9997260565753553,3.725685287008085e-06,0.9997297822606424,0.9997260568475308,3.7256986955904787e-06,0.9997297825462264,2.8558408911543583e-10,2.856612798607018e-10,3.5404879401171774e-06,1.7702439700585886e-05,True,True,12.499985504026535,14080, YES,0.9997212290763855,literal,6771, Let,0.00017951014160644263,other,,,False,False,False
77,1,NO,0.023814482692619987,0.8924933154715907,0.9163077981642107,0.023814840987220354,0.8924938407810972,0.9163086817683175,8.836041067725156e-07,9.643092730879124e-07,0.0009710881432241903,0.0048554407161209515,True,True,-3.623725111814211,5664, NO,0.8922871351242065,literal,6771, Let,0.06463706493377686,other,,,False,False,False
78,0,YES,0.9880769355694502,0.00029250966851204947,0.9883694452379622,0.9880769383373472,0.00029250980225599106,0.9883694481396033,2.901640843282508e-09,2.935785659160985e-09,0.00026898144753041605,0.0013449072376520803,True,True,8.125018119422515,14080, YES,0.9880191683769226,literal,6771, Let,0.008548040874302387,other,,,False,False,False
79,1,NO,0.0051206551952310084,0.9754601401899585,0.9805807953851895,0.0051206630198940345,0.975460167781654,0.980580830801548,3.5416358486447646e-08,3.6117736195858775e-08,0.0001705293720297116,0.000852646860148558,True,True,-5.24962689944914,5664, NO,0.9754030704498291,literal,6771, Let,0.013913378119468689,other,,,False,False,False
80,1,NO,0.013681020208212491,0.9579073990492954,0.9715884192575079,0.013681626712271765,0.957908989468855,0.9715906161811269,2.1969236189001593e-06,2.261166946163333e-06,0.008905308235855837,0.044526541179279185,True,True,-4.248741626489329,5664, NO,0.9576471447944641,literal,6771, Let,0.008285271003842354,other,,,False,False,False
81,1,NO,0.010430442850414876,0.9358536376608784,0.9462840805112932,0.010430537520035076,0.935854197511855,0.94628473503189,6.545205967418798e-07,6.916745301138654e-07,9.760760427092968e-05,0.0004880380213546484,True,True,-4.496730366732047,5664, NO,0.9355394244194031,literal,6771, Let,0.04110473394393921,other,,,False,False,False
82,1,NO,0.010492552051121297,0.944019476874362,0.9545120289254834,0.010493266526226357,0.944019715611911,0.9545129821381374,9.532126540750232e-07,9.986387024876755e-07,0.00021761411333752064,0.001088070566687603,True,True,-4.4994811211142,5664, NO,0.9439160227775574,literal,6771, Let,0.03229903057217598,other,,,False,False,False
