sample_id,contradiction,chain_length,next_token,dh_jn_l2,signed_proj_raw_top1,signed_proj_raw_top2,signed_proj_raw_top3,abs_proj_top1_over_l2
56,True,2, Answer,61.751373291015625,1.2076496571546562,-3.236364237993799,2.114719100685737,0.019556644537464963
57,True,5, Answer,59.291561126708984,1.3112331203764063,-3.330511054106169,2.636865767969709,0.022115004149950192
58,True,2, Answer,60.591163635253906,1.3688671794056149,-3.5570453647258975,2.473845754465847,0.022591861540135604
59,False,2, Answer,60.06991195678711,1.290876088978957,-3.199350720422537,2.0818543246391608,0.02148956186094353
60,True,2, Answer,61.495243072509766,1.2334312596186536,-3.7227024104768516,2.421255989742791,0.020057344243070874
61,False,2, Answer,62.84836196899414,0.8791881626324434,-3.5256927183961957,1.8294172831729267,0.013989038617502659
62,True,2, Answer,60.63309860229492,1.352129466027201,-4.035463457509256,2.811166241610107,0.022300187475059928
63,False,2, Answer,61.168121337890625,1.2863976290517525,-3.3694978999092733,2.1763938731656767,0.02103052375834191
64,True,2," 
",74.74247741699219,2.410781443181413,-9.083577011791634,4.7963358808851995,0.032254502747190356
65,True,5, Answer,60.43891906738281,1.2654816849642576,-4.029994308205854,2.9511112199603464,0.020938191888430192
66,False,5, Answer,59.66075897216797,1.3814285666888797,-2.840656074779424,1.852343913040234,0.023154726665998455
67,False,2, Answer,61.81624984741211,1.4666091620910957,-2.7502648924748225,1.451788606661647,0.023725301449196882
68,False,5, Answer,59.99472427368164,1.311937867396855,-3.099408191097452,1.7637916793712969,0.021867553910405856
69,False,2, Answer,60.34642791748047,1.5258278122436162,-3.1691585650163727,2.1128755797427505,0.02528447606422622
70,True,2, Answer,60.14222717285156,1.4646599743641415,-3.641071950315788,2.7077263707929813,0.024353271290605934
71,True,2, Answer,61.326438903808594,1.2341948818778512,-3.418552479885638,2.2559986908895486,0.020125004874515722
72,True,2, Answer,61.000938415527344,1.1508985970701633,-3.3923904246411736,2.10338625819512,0.018866899870106323
73,False,2, Answer,61.2880973815918,1.1867846513542153,-2.2099509525037977,1.073629771356738,0.019364031550255564
74,False,5, Answer,59.402435302734375,1.503281814262391,-3.66063419661639,2.390236797511112,0.025306737116056622
75,True,5, Answer,59.94825744628906,1.4782532466369178,-3.3176671498831785,2.3432465937079114,0.024658819281926588
76,False,2, Answer,60.06540298461914,1.3215927474230895,-3.166909155281463,2.2106415697881245,0.022002561903385672
77,True,2, Answer,60.67155456542969,1.318312420308843,-2.114269152526395,1.3811784461860634,0.021728673836517075
78,True,5, Answer,59.79084396362305,1.210193647048095,-3.249100379579619,2.4684854488479706,0.02024045099250241
79,False,5, Answer,61.28600311279297,1.0291235607139602,-4.246956106517388,2.703677950082043,0.016792146794403363
80,True,5, Answer,59.24833679199219,1.2768198355294738,-3.4490758983992382,2.4245854693103315,0.021550306804559778
81,True,2, Answer,61.224308013916016,1.1394120060873723,-4.015274805037458,2.699619852604729,0.01861045135580018
82,True,2, Answer,60.996253967285156,1.4187493458317393,-2.541553716332804,1.535830533776196,0.023259614378783783
83,False,2, Answer,61.914695739746094,1.1463604314951543,-4.109407095636616,2.548441385737122,0.018515158926274065
84,True,2, Answer,61.377479553222656,1.3306972474683985,-4.0368950738661304,2.835869048634195,0.021680545652128548
85,True,5, Answer,59.5893669128418,1.3230425534863417,-2.6838360483991,2.0156833385279445,0.022202661683237306
86,True,5, Answer,60.63780212402344,1.140017189907943,-4.1377782196140735,2.7035945644197774,0.018800437185608542
87,False,5, Answer,61.5955696105957,1.1620759237737026,-4.020673165830256,2.4826361137723056,0.018866225787315637
88,False,2, Answer,61.08626174926758,1.058948654270391,-3.9688717811174494,2.365761723799227,0.017335299688417325
89,False,2, Answer,61.551788330078125,1.3186589918187213,-2.9470545250478333,1.5487601484759812,0.0214235691210973
90,True,5, Answer,58.49961853027344,1.4716500720938583,-3.593265262589776,2.5144809985357512,0.025156575530997122
91,True,5, Answer,60.2487907409668,1.4187066008757427,-4.027567112905155,3.0395471825656566,0.023547470138827593
92,True,5, Answer,60.1221809387207,1.2845993118656645,-3.6489293675196035,2.44160467972336,0.021366478923524924
93,False,2, Answer,61.41408157348633,1.3487810189780125,-3.6080611413822994,2.0901128005196887,0.02196208075442606
94,True,5, Answer,59.39535140991211,1.271457807498268,-3.2776034073967892,2.4076746668044358,0.021406688862252308
95,False,5, Answer,59.89453887939453,1.3127420169470934,-3.370607988494072,2.1398416139428384,0.021917557785832174
96,True,2, Answer,61.04680633544922,1.3081506320683176,-2.6076196717648155,1.3701136650120596,0.021428649762248838
97,False,5, Answer,59.953643798828125,1.1315174323865342,-3.7286466520680404,2.289129894710234,0.01887320537482934
98,False,2, Answer,61.18476104736328,1.2840441197341868,-3.3805959721352714,2.194303366970074,0.02098633871819988
99,True,2, Answer,61.206573486328125,1.179926065720858,-2.8153072252456037,1.6173365621894122,0.019277767051973482
