sample_id,contradiction,chain_length,next_token,dh_jn_l2,signed_proj_raw_top1,signed_proj_raw_top2,signed_proj_raw_top3,abs_proj_top1_over_l2
25,False,2,"
",103.12681579589844,-6.715915753013188,-6.947797753918309,-6.400611963774148,0.06512288487892769
26,False,2,"
",101.74820709228516,-6.847882908766885,-6.998547350022208,-6.404882444539355,0.06730224644203467
27,True,5,"
",105.20270538330078,-5.666513018063585,-6.314074909341805,-6.021862756408102,0.05386280702014785
28,True,2,"
",99.15927124023438,-7.069522311198754,-6.627015756573272,-5.561151049167005,0.07129461746511032
29,False,5,"
",105.0157470703125,-5.4400996043067735,-6.849745190214023,-6.177463082329357,0.0518027034617886
30,False,5,"
",100.61798095703125,-5.533390032273848,-6.667991670633318,-6.662253265691136,0.05499404758113139
31,False,5,"
",96.29488372802734,-5.243597890200025,-6.299544649676934,-6.40444484572378,0.05445354609913083
32,True,2,"
",99.76718139648438,-6.346062374406725,-6.356973796342501,-5.51588224547699,0.06360871666986864
33,True,2,"
",101.10225677490234,-5.8418266247776245,-6.38566820353732,-5.761489361159846,0.05778136721298217
34,True,2,"
",99.00667572021484,-5.8552770206146585,-5.96514829755769,-5.317947042018316,0.059140224414314255
35,True,2,"
",97.88381958007812,-7.132138056538107,-6.277758826564012,-5.435540862963676,0.07286329944139608
36,True,5,"
",107.39168548583984,-6.2129177596614245,-6.847304396962571,-5.951422979881142,0.057852875029835014
37,True,5,"
",107.80852508544922,-6.381910987939644,-7.025823740586835,-6.94329673854962,0.05919671921005701
38,False,5,"
",104.95629119873047,-6.308514878733648,-7.081020810162096,-6.831920927062782,0.06010611471381664
39,False,5,"
",102.78606414794922,-5.36539368287435,-6.737823667502696,-7.088687945713363,0.052199621878178316
40,False,2,"
",105.90946197509766,-7.052641694266168,-7.4142217609966945,-6.440402423191653,0.06659123333019845
41,False,5,"
",100.71907806396484,-5.197522772149591,-6.38215157372661,-6.605064176359316,0.05160415357300609
42,False,5,"
",103.68938446044922,-5.28039048179439,-6.766915555215098,-7.041632686094023,0.05092508272921057
43,False,5,"
",103.59607696533203,-5.37847887100644,-6.966104627087305,-6.831012740152401,0.05191778519568006
44,False,5,"
",103.55016326904297,-5.589283758628016,-6.753729647275574,-6.507728108224454,0.05397658083938119
45,True,5,"
",102.17292785644531,-6.100225939447695,-6.43176123709706,-5.552549990200794,0.0597049146718458
46,True,5,"
",102.49007415771484,-5.764559495492085,-6.10531110472051,-5.827942436845669,0.056245051463381525
47,False,2,"
",103.99800109863281,-6.112254611031928,-6.992836080553548,-6.693145682207527,0.05877280857762952
48,True,5,"
",98.45255279541016,-5.448407453994796,-5.846887700894552,-5.564941435619385,0.05534043861017351
49,True,5,"
",100.2427978515625,-5.644902497654966,-5.937833424175528,-5.133516242524603,0.05631229992211702
50,True,5,"
",103.0785903930664,-5.573747038694139,-6.306120700639748,-5.6502420890618845,0.05407279064871312
51,False,5,"
",107.38236999511719,-6.161246526242161,-7.048380716944853,-6.991712429334651,0.05737670463518903
52,True,2,"
",99.64269256591797,-6.733973240452779,-6.533095993390386,-6.040054321971654,0.06758120507423267
53,False,5,"
",104.25069427490234,-5.895469541525372,-7.016205374999723,-6.839592894857599,0.05655088997272042
54,False,5,"
",102.9375,-5.577968142987151,-6.752198009749347,-6.981684131191846,0.054187911528662855
55,True,5,"
",107.33116912841797,-5.8083372979267835,-6.633074501575356,-6.260902549658469,0.05411603493270348
56,True,2,"
",97.53697967529297,-6.5089735613764494,-6.010699958582768,-5.414754032870352,0.06673339263773163
57,True,5,"
",99.3393783569336,-5.688148975465555,-6.117049179578349,-5.874589054967517,0.057259760122737
58,True,2,"
",96.13352966308594,-6.7706292767970515,-6.124338719100446,-5.151093354704983,0.07042942561787414
59,False,2,"
",104.12615203857422,-7.17247754527746,-7.344159169516252,-6.527608722192854,0.06888257565317002
60,True,2,"
",100.48595428466797,-6.696332367284275,-6.705095807616939,-6.3391114893213505,0.06663948623414058
61,False,2,"
",103.0160140991211,-6.368373563454195,-7.025261668027016,-6.567117590710263,0.061819258094381525
62,True,2,"
",97.68476867675781,-6.982544508059155,-6.209472343167645,-5.388527956355221,0.07148038125736349
63,False,2,"
",106.15857696533203,-6.962361816927152,-7.309592712215551,-7.027282071431089,0.0655845435757327
64,True,2,"
",100.12519836425781,-6.440140252453904,-6.197643636082462,-5.82209700607889,0.06432087384254752
65,True,5,"
",106.65991973876953,-5.567286559225342,-6.761813879456484,-6.048442593243308,0.05219661305629582
66,False,5,"
",98.88435363769531,-5.276196963788736,-6.484512690584925,-6.276136528221492,0.05335724783230096
67,False,2,"
",101.57715606689453,-6.727160103098191,-7.075160440228766,-6.446644571852977,0.06622709636270321
68,False,5,"
",101.30506896972656,-5.564690308322463,-6.786806092133409,-6.837530521164704,0.054930028328393825
69,False,2,"
",98.04224395751953,-6.272685413382391,-6.869410594483213,-6.133000128697146,0.0639794149968035
70,True,2,"
",97.80415344238281,-6.30505999462027,-6.041935127221942,-4.990992994533527,0.06446617830323723
71,True,2,"
",96.53026580810547,-6.5462093627986615,-6.16061874555291,-5.732930018659998,0.06781509724426975
72,True,2,"
",102.38660430908203,-6.278430511032016,-6.643533159737256,-6.182559131530652,0.06132081978295442
73,False,2,"
",104.36396026611328,-6.229093787388752,-7.014391282888585,-6.858201543932827,0.05968625348730997
74,False,5,"
",102.31558990478516,-5.050798958270118,-6.7144933467555035,-6.814438834101219,0.049364900920431116
75,True,5,"
",103.48877716064453,-5.479932731282408,-6.241948796967777,-6.076791150166639,0.052951951715215176
76,False,2,"
",104.44339752197266,-6.892975415865211,-7.214206880509186,-6.441357687075229,0.06599723466874463
77,True,2,"
",98.3969497680664,-6.595453973764642,-6.193867024251691,-5.495785120624996,0.06702904906406375
78,True,5,"
",104.36847686767578,-5.248450348681604,-6.505916672874179,-6.479286298555856,0.05028769707285136
79,False,5,"
",104.6454086303711,-5.502394020855467,-6.941946755086957,-6.566773577736682,0.0525813228966957
80,True,5,"
",101.64213562011719,-6.219435636075762,-6.368462413055301,-5.5958360529381235,0.06118954111033733
81,True,2,"
",99.90222930908203,-6.6083100492295666,-6.303934339576873,-6.2192667374621005,0.066147773627532
82,True,2,"
",98.09230041503906,-6.520332684293158,-6.012159611582096,-5.013952643009492,0.06647140149326994
83,False,2,"
",106.38616180419922,-6.7071834715602225,-7.198810194669685,-7.068991136715455,0.06304563824661992
84,True,2,"
",97.4747085571289,-5.635017680902951,-6.288587831870338,-6.396995244734259,0.05781004903025225
85,True,5,"
",99.80294799804688,-5.818945406090785,-6.415991209664291,-6.454152493074873,0.05830434393780463
86,True,5,"
",106.63436126708984,-6.114231384580469,-6.653588155504939,-6.209212000433219,0.057338284882302255
87,False,5,"
",99.40055084228516,-5.046493269156354,-6.362188445533088,-6.175445252135735,0.0507692686447819
88,False,2,"
",104.85549926757812,-6.45303507480569,-7.1259042944125905,-7.069074164644462,0.061542171081863786
89,False,2,"
",103.16182708740234,-6.372363566916074,-6.982449024160127,-6.664278263832554,0.06177055745155624
90,True,5,"
",102.22899627685547,-5.294635688534364,-6.199846253335624,-6.17877352728732,0.05179191698400627
91,True,5,"
",103.57490539550781,-5.9910656158129845,-6.463196808010368,-5.926133959548568,0.057842829717583706
92,True,5,"
",98.75328063964844,-5.450037667686222,-6.044707791055652,-5.349916424745013,0.05518842141121303
93,False,2,"
",103.59352111816406,-7.2082223547563995,-7.403306677387027,-6.292959108745217,0.0695817873255546
94,True,5,"
",103.27111053466797,-5.61869724407273,-6.31769006764126,-5.450220887527685,0.05440725111773733
95,False,5,"
",103.28498077392578,-5.209975405207678,-6.771593445368407,-6.583864783892697,0.05044272038551696
96,True,2,"
",101.13906860351562,-5.93022599923314,-6.182711678642866,-5.490957168769045,0.0586343742443871
97,False,5,"
",99.42417907714844,-5.748649880682229,-6.713461796161452,-6.484072922591309,0.057819435212190864
98,False,2,"
",100.31051635742188,-6.751861175302672,-7.11144076680525,-6.670881220207777,0.06730960442111589
99,True,2,"
",100.09576416015625,-7.1464479592583325,-6.669040080151314,-4.886117136833036,0.0713961077095796
